word,pos,11_freqLex3,13_AbsGoug_1063,13_AbsGoug_2000,13_AbsGoug_3000,13_AbsGoug_4000,13_AbsGoug_5000,13_AbsGoug_6000,13_AbsGoug_7000,13_AbsGoug_8000,13_AbsGoug_8775,14_cons_db,14_digraph,14_nasale,14_orale,14_sum_pattern,14_voy_db,15_Avg_pref_freq_seg_10,15_Avg_pref_freq_seg_5,15_Avg_suf_freq_seg_10,15_Avg_suf_freq_seg_5,15_Familly_size_CL_seg_10,15_Family_avgfreq_hclust_10,15_Family_avgfreq_hclust_5,15_Family_avgfreq_morphonet,15_Family_avgfreq_seg_10,15_Family_avgfreq_seg_5,15_Family_cumfreq_hclust_10,15_Family_cumfreq_hclust_5,15_Family_cumfreq_morphonet,15_Family_cumfreq_seg_10,15_Family_cumfreq_seg_5,15_Family_maxfreq_hclust_10,15_Family_maxfreq_hclust_5,15_Family_maxfreq_morphonet,15_Family_maxfreq_seg_10,15_Family_maxfreq_seg_5,15_Family_size_CL_MORPHONET,15_Family_size_CL_hclust_10,15_Family_size_CL_hclust_5,15_Family_size_CL_seg_5,15_Family_size_hclust_10,15_Family_size_hclust_5,15_Family_size_morphonet,15_Family_size_seg_10,15_Family_size_seg_5,15_Has_prefix_seg_10,15_Has_prefix_seg_5,15_Has_suffix_seg_10,15_Has_suffix_seg_5,15_Is_compound_seg_10,15_Is_compound_seg_5,15_Min_pref_freq_seg_10,15_Min_pref_freq_seg_5,15_Min_suf_freq_seg_10,15_Min_suf_freq_seg_5,15_Nb_morphs_seg_10,15_Nb_morphs_seg_5,16_polysemStatus,17_babelNetStatus,1_nb_letters,2_nb_phon,3_nb_syllables,4_complexStructRatio,4_medianStructRatio,4_simpleStructRatio,5_phongraph,7a_nb_voisin,7b_neigh_frqcum,7c_nb_neigh_Morefreq,N1_simple_inconsistants,N2_complex_inconsistants,N3_etymo,N4_phongraph,N5_PresManulex,forme phon
fourche,NOM,-13.2662065118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,21385.0,19845.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,14.0,15.0,2.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21385.0,19845.0,2.0,2.0,1.0,1.0,7.0,4.0,1.0,0.0,1.0,0.0,2.0,3.0,5.254952692828679e-07,0.0,1,0,0,3.0,1,fuRS
frai,NOM,-17.036343918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,0.0,19.0,19.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0003785814712267865,4.0,0,0,0,1.0,0,fRE
frigorifique,ADJ,-15.078856146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,2116.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,3.0,2.0,9.0,9.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,36.0,2116.0,2.0,2.0,0.0,0.0,12.0,10.0,4.0,0.0,0.25,0.75,1.0,0,0.0,0.0,1,1,0,2.0,0,fRi-go-Ri-fik
gelé,ADJ,-12.5619112382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4358.0,4315.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,15.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4358.0,4315.0,2.0,2.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,3.0,2.773036656045108e-06,0.0,1,1,0,0.0,1,Z°-le
gestation,NOM,-14.3581993977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1963.0,1065.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,12.0,10.0,2.0,31.0,39.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1083.0,1065.0,4.0,3.0,0.0,1.0,9.0,8.0,3.0,0.0,0.0,1.0,1.0,1.0,1.7408596394001047e-07,0.0,1,1,0,1.0,0,ZEs-ta-sj§
glande,NOM,-12.927899126,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,47.0,51.0,21385.0,19845.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,10.0,10.0,2.0,17.0,20.0,1.0,1.0,1.0,1.0,0.0,0.0,47.0,51.0,21385.0,19845.0,3.0,3.0,-1.0,1.0,6.0,4.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0006448277008380334,2.0,1,0,0,2.0,0,gl@d
gouffre,NOM,-12.369886168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,2.067259463168805e-05,1.0,1,0,1,3.0,1,gufR
gouvernail,NOM,-12.661500603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,3.0,3.0,0.0,18.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,8.0,3.0,0.0,0.3333333333333333,0.6666666666666666,1.0,2.0,1.5126756133095398e-06,0.0,1,0,0,2.0,1,gu-vER-naj
grignoter,VER,-12.4570199559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13355.0,2745.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,12.0,12.0,4.0,10.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5325.0,2745.0,4.0,2.0,0.0,0.0,9.0,7.0,3.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0,0.0,0.0,1,0,0,2.0,1,gRi-No-te
grillage,NOM,-13.3254351236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21385.0,19845.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,16.0,16.0,2.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21385.0,19845.0,2.0,2.0,0.0,6.0,8.0,6.0,2.0,0.5,0.5,0.0,1.0,2.0,9.618334902732143e-07,0.0,1,1,1,2.0,1,gRi-jaZ
grimoire,NOM,-14.4373795376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,274.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,5.0,5.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,179.0,274.0,2.0,2.0,-1.0,-1.0,8.0,7.0,2.0,0.0,1.0,0.0,1.0,0,0.0,0.0,1,0,0,1.0,0,gRi-mwaR
grimpeur,ADJ,-18.6078333801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11562.0,10620.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,12.0,12.0,1.0,14.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1739.0,1395.0,3.0,3.0,0.0,1.0,8.0,6.0,2.0,0.0,0.5,0.5,1.0,0,0.0,0.0,1,0,0,2.0,0,gR5-p9R
géologue,NOM,-13.6142413234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21385.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21385.0,0.0,3.0,1.0,0.0,1.0,8.0,6.0,3.0,0.0,0.0,1.0,1.0,1.0,7.719700774180113e-06,1.0,1,0,0,2.0,0,Ze-o-lOg
haie,NOM,-12.5036098319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21385.0,19845.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,8.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21385.0,19845.0,2.0,2.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,14.0,6.802489997542434e-05,0.0,1,0,0,3.0,1,E
hausser,VER,-13.1516207264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,13355.0,12355.0,3.0,3.0,3.0,0.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,8.0,5.0,17.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5325.0,4865.0,3.0,3.0,0.0,1.0,7.0,3.0,2.0,0.0,0.0,1.0,2.0,3.0,4.765407903250803e-06,0.0,1,1,0,4.0,1,o-se
hiberner,VER,-14.1524732681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2414.0,2745.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,6.0,6.0,3.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2414.0,2745.0,2.0,2.0,0.0,0.0,8.0,6.0,3.0,0.0,0.0,1.0,1.0,1.0,3.132652453307206e-07,1.0,1,0,0,2.0,1,i-bER-ne
humidité,NOM,-12.3067311476,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,753.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,10.0,9.0,1.0,10.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,349.0,753.0,2.0,2.0,0.0,4.0,8.0,7.0,4.0,0.0,0.0,1.0,1.0,1.0,1.2270708658871294e-05,0.0,0,0,0,1.0,1,y-mi-di-te
humus,NOM,-14.8682392283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3161.0,2603.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3161.0,2603.0,2.0,2.0,-1.0,1.0,5.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,3.814406001213689e-08,0.0,1,0,0,1.0,0,y-mys
hérisson,NOM,-14.0083934114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1432.0,1140.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,8.0,8.0,3.0,5.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1432.0,1140.0,2.0,2.0,0.0,1.0,8.0,5.0,3.0,0.0,0.0,1.0,2.0,0,0.0,0.0,1,1,0,3.0,1,e-Ri-s§
influer,VER,-13.4478897817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1430.0,1264.0,13355.0,12355.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,4.0,30.0,23.0,1.0,1.0,1.0,1.0,0.0,0.0,1430.0,1264.0,5325.0,4865.0,4.0,4.0,-1.0,0.0,7.0,5.0,3.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0,0.0,0.0,1,0,0,2.0,0,5-fly-e
ingérer,VER,-13.4633338474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1430.0,1264.0,2414.0,2745.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,23.0,26.0,1.0,1.0,1.0,1.0,0.0,0.0,1430.0,1264.0,2414.0,2745.0,3.0,3.0,0.0,0.0,7.0,5.0,3.0,0.0,0.0,1.0,1.0,2.0,6.1699623250610624e-06,2.0,1,0,0,2.0,0,5-Ze-Re
irritation,NOM,-13.719090461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,120.0,0.0,1963.0,1464.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,9.0,9.0,2.0,21.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,120.0,0.0,1083.0,1464.0,5.0,2.0,1.0,0.0,10.0,8.0,4.0,0.0,0.0,1.0,1.0,1.0,5.143147189476593e-06,0.0,0,0,0,2.0,0,i-Ri-ta-sj§
jour-nuit,NOM,-19.6046453987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0,-1.0,8.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0,2.0,0,ZuR-ny-i
judicieux,ADJ,-12.8575373318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,255.0,267.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,13.0,8.0,1.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,255.0,267.0,2.0,2.0,-1.0,0.0,9.0,7.0,3.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1,0,0,2.0,0,Zy-di-sj2
lisière,NOM,-14.1219499473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,43.0,43.0,2.0,2.0,1.0,1.0,7.0,6.0,2.0,0.0,0.5,0.5,1.0,2.0,1.13645242491478e-05,0.0,1,0,0,1.0,0,li-zjER
longuement,ADV,-12.404373864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2592.0,2428.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,7.0,7.0,2.0,8.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2592.0,2428.0,2.0,2.0,0.0,0.0,10.0,5.0,2.0,0.0,0.0,1.0,2.0,0,0.0,0.0,1,0,0,5.0,1,l§g-m@
lynx,NOM,-13.1688630351,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1,0,0,0.0,0,l5ks
légendaire,ADJ,-12.3067311476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,791.0,640.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,6.0,6.0,2.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,791.0,640.0,2.0,2.0,0.0,0.0,10.0,7.0,3.0,0.0,0.0,1.0,2.0,0,0.0,0.0,1,1,0,3.0,1,le-Z@-dER
maintes,ADJ,-12.8575373318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0,-1.0,7.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,9.12000857716371e-06,0.0,1,0,0,4.0,0,m5t
mammifère,NOM,-13.4790201246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,36.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,14.0,13.0,2.0,20.0,19.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,48.0,36.0,2.0,2.0,0.0,1.0,9.0,7.0,3.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1,0,0,2.0,1,ma-mi-fER
mangeur,NOM,-12.5006335029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,72.0,36.0,11562.0,10620.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,13.0,9.0,2.0,15.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,72.0,36.0,1739.0,1395.0,4.0,4.0,0.0,1.0,7.0,5.0,2.0,0.0,0.0,1.0,1.0,2.0,3.9328075953946717e-07,0.0,1,1,0,2.0,1,m@-Z9R
manuellement,ADV,-13.3811989202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,216.0,248.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,6.0,6.0,1.0,16.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,58.0,54.0,3.0,3.0,0.0,0.0,12.0,8.0,3.0,0.0,0.3333333333333333,0.6666666666666666,2.0,0,0.0,0.0,1,0,1,4.0,0,ma-n8El-m@
mara,NOM,-14.6174244121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2615.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,5.0,5.0,1.0,42.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2615.0,0.0,2.0,1.0,-1.0,-1.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,17.0,0.00020748918770272385,17.0,0,0,0,0.0,0,ma-Ra
micro-faune,NOM,-19.6046453987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0,-1.0,10.0,8.0,3.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,1,0,0,2.0,0,mi-kRo-fon
migrateur,ADJ,-14.777481249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1115.0,436.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,12.0,11.0,2.0,21.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1115.0,436.0,3.0,2.0,0.0,0.0,9.0,8.0,3.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0,0.0,0.0,1,0,0,1.0,1,mi-gRa-t9R
mollusque,NOM,-13.7920304299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2126.0,2116.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2126.0,2116.0,2.0,2.0,0.0,2.0,9.0,6.0,2.0,0.0,0.5,0.5,2.0,0,0.0,0.0,1,1,1,3.0,0,mo-lysk
mosaïque,NOM,-14.2848248253,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2126.0,2116.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,5.0,2.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2126.0,2116.0,2.0,2.0,0.0,4.0,8.0,6.0,3.0,0.0,0.3333333333333333,0.6666666666666666,1.0,1.0,7.788861529281124e-08,0.0,1,1,0,2.0,1,mo-za-ik
moulé,ADJ,-15.1601730808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4358.0,4315.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,26.0,26.0,4.0,23.0,22.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4358.0,4315.0,2.0,2.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,1.0,1.0,8.0,3.902404717520529e-05,3.0,0,0,0,1.0,0,mu-le
mousquetaire,NOM,-12.6104667286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,791.0,640.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,6.0,6.0,2.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,791.0,640.0,2.0,2.0,0.0,1.0,12.0,8.0,3.0,0.0,0.0,1.0,2.0,0,0.0,0.0,1,1,0,4.0,1,mus-k°-tER
muscler,VER,-13.3390873163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13355.0,12355.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,7.0,7.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5325.0,4865.0,3.0,3.0,0.0,0.0,7.0,6.0,2.0,0.0,0.5,0.5,1.0,2.0,3.368672528973571e-05,2.0,1,0,0,1.0,0,mys-kle
méconnaître,VER,-15.0405398867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,8.0,3.0,0.0,0.3333333333333333,0.6666666666666666,2.0,1.0,1.326034311880229e-07,0.0,1,0,0,3.0,0,me-ko-nEtR
