avoir bon dos
avoir les chocottes
avoir mauvais esprit
avoir piètre allure
avoir grand faim
avoir une drôle de descente
avoir l'eau
# avoir (+nombre) enfant
avoir son bébé
avoir du coffre
avoir fière allure
avoir une panne
avoir un drôle de caractère
avoir un fichu caractère
avoir des desiderata
# avoir (+nombre) casquettes
avoir de gros besoins
avoir de belles couleurs
avoir une certaine écoute
avoir de l'esprit
avoir de bonnes dents
avoir des besoins
avoir de l'argent
avoir libre carrière
avoir ses bricoles
avoir un creux
avoir toute sa conscience
avoir grande allure
avoir le blues
avoir des bricoles
avoir une bonne bille
avoir du bon
avoir des enfants
avoir pauvre figure
avoir de la branche
avoir des couilles
avoir les crocs
avoir de fausses craintes
avoir de bonnes couleurs
avoir la dalle
avoir trop vu
avoir de l'estomac
avoir que dalle
avoir un sale caractère
avoir du chien
avoir de la bouteille
avoir un foutu caractère
avoir des notions
avoir de la conversation
avoir le ballon
avoir l'esprit étroit
avoir les coudées franches
avoir la langue trop longue
avoir l'esprit faux
avoir le vin mauvais
avoir le dos large
avoir le ventre creux
avoir le vin triste
avoir un côté doux dingue
avoir la gueule enfarinée
avoir une case vide
avoir la réplique facile
avoir les poches pleines
avoir la cuisse hospitalière
avoir la vie dure
avoir l'esprit pratique
avoir le sens pratique
avoir le cœur gai
avoir le cœur fragile
avoir le cœur sec
avoir les mains couvertes de bagues
# avoir (+nombre) ans bien sonnés
avoir un air détaché
avoir un coup dur
avoir le dos tourné
avoir la tâche facile
avoir le cerveau lent
avoir un besoin pressant
avoir une idée fixe
avoir la larme facile
avoir la partie belle
avoir des jours heureux
avoir la vie facile
avoir l'argent facile
avoir un passage difficile
avoir le cheveu rare
# avoir (+nombre) années bien sonnés
avoir l'échine basse
avoir l'esprit ailleurs
avoir le pied marin
avoir le bec enfariné
avoir le coup de poing facile
avoir la langue pendante
avoir une politesse glacée
avoir la vue courte
avoir la part belle
avoir la main leste
avoir le ventre vide
avoir un air entendu
avoir le couteau facile
avoir la fibre paternelle
avoir un air affairé
avoir l'esprit large
# avoir (+nombre) ans bien comptés
avoir la plume facile
avoir les idées claires
avoir le gosier serré
avoir les yeux battus
avoir le bec fin
avoir une idée toute faite
avoir un air dégagé
avoir la bouche cousue
avoir le rire facile
avoir la tête ailleurs
avoir un air lointain
# avoir la fibre (+adjectif)
avoir le nez fin
avoir la main tendue
avoir l'oreille musicale
avoir la queue basse
avoir la tête chaude
avoir des jours difficiles
avoir un pied bot
avoir la cuisse légère
avoir la dent mauvaise
avoir l'esprit mal tourné
avoir les jambes torses
avoir la tripe républicaine
avoir les bras ballants
avoir les épaules larges
avoir un œil noir
avoir l'esprit ouvert
avoir le sang chaud
avoir les bras retournés
avoir le champ libre
avoir la vue basse
avoir la tête froide
avoir la peau blanche
avoir le pied sûr
avoir une patte folle
avoir le cœur battant
avoir la peau dure
# avoir (+nombre) années bien comptés
avoir les idées larges
avoir le nez creux
avoir la gâchette facile
avoir la parole facile
avoir le pied alerte
avoir une forme [Adj]
# avoir le (+nom non humain) facile
avoir l'œil américain
avoir l'esprit où ?
avoir la tête basse
avoir la tête où ?
avoir la répartie facile
avoir le verbe haut
avoir la vie sauve
avoir la fibre maternelle
# avoir la tête enflée de (+nom non humain)
avoir la peau noire
avoir les pieds nickelés
avoir l'oreille basse
avoir le vin gai
avoir l'oreille absolue
avoir un air penché
avoir un succès bœuf
avoir un âge certain
# avoir un caractère (+adjectif)
avoir une enfance protégée
avoir un air fin
avoir une bille ronde
avoir le feu sacré
avoir un caractère technique
avoir un caractère scandaleux
avoir un caractère enjoué
avoir les bras le long du corps
avoir les chevilles qui enflent
avoir un certain bien-fondé
avoir plus que doublé ses gains
# avoir un parfum de (+nom)
avoir un enfant avec
avoir bonne presse auprès de
avoir le pas sur
avoir de bonnes paroles pour
avoir une dent contre
avoir une idée sur
avoir les yeux sur
avoir un lien de subordination avec
avoir un air de parenté avec
avoir le bonjour de
avoir l'avantage du nombre sur
avoir une passe d'armes avec
avoir une idée toute faite sur
avoir une confiance aveugle en
avoir une pensée pour
avoir un penchant immodéré pour
avoir une prise de bec avec
avoir de gros problèmes avec
avoir un écho auprès de
avoir des chances pour
avoir une relation avec
avoir la main mise sur
avoir un rancart avec
avoir grande confiance en
avoir un élan de générosité vers
avoir une idée fausse de
avoir un rapport personnel à
avoir une certaine parole pour
avoir l'œil sur
avoir des comptes à rendre à
avoir un élan de bonté vers
avoir un véritable dialogue avec
avoir une nouvelle approche à
avoir un lien étroit avec
avoir un goût prononcé pour
avoir des liens de sang avec
avoir une liaison avec
avoir l'œil pour
avoir de mauvaises pensées pour
avoir un point commun avec
avoir du nouveau pour
avoir un effet bœuf sur
avoir la cote auprès de
avoir une commune mesure avec
avoir une conséquence sur
avoir un coup d'œil pour
avoir le nez sur
avoir du prix pour
avoir des lumières sur
avoir le dessous avec
avoir un mot pour
avoir du mépris pour
avoir une solide amitié pour
avoir mauvaise presse auprès de
avoir le coup de foudre pour
avoir des attentions pour
avoir un langage commun avec
avoir une idée présumée sur
avoir une confiance absolue en
avoir toute confiance en
avoir la touche avec
avoir une bonne relation avec
avoir une mauvaise cote auprès de
avoir le ticket avec
avoir bien mérité de
avoir une relation privilégiée avec
avoir un penchant prononcé pour
avoir un goût immodéré pour
avoir le dessus avec
avoir un modus vivendi avec
avoir des mots durs pour
avoir du dédain pour
avoir un moyen de pression sur
avoir le meilleur effet sur
avoir des vues sur
# avoir (+nombre) chances sur (+nombre) pour
avoir deux poids deux mesures avec
avoir un petit problème avec
avoir des mots avec
avoir un contrôle sur
avoir un effet débilitant sur
avoir un mot à dire pour
avoir le plus mauvais effet sur
avoir des contacts étroits avec
avoir un temps de retard sur
avoir une idée toute faite de
avoir des liens privilégiés avec
avoir des histoires avec
avoir un droit de regard sur
avoir un lien de parenté avec
avoir une longueur d'avance sur
avoir un gros avantage sur
avoir du temps à perdre avec
avoir des nouvelles de
avoir une faiblesse pour
avoir un faible pour
avoir du nez pour
avoir la bouche pleine de
avoir la main haute sur
avoir la main avec
avoir un goût effréné pour
avoir une dernière pensée pour
avoir un enfant de
avoir un effet pervers sur
avoir un élan de tendresse vers
avoir de la considération pour
avoir une bonne cote auprès de
avoir une défense devant
avoir une répercussion sur
avoir des atomes crochus avec
avoir du fil à retordre avec
avoir un problème avec
avoir un coup de cœur pour
avoir des bontés pour
avoir une idée présumée de
avoir des liens étroits avec
avoir un regard de travers pour
avoir un air de famille avec
avoir le dessus sur
avoir de grands airs avec
avoir l'avantage de la surprise sur
avoir un œil sur
avoir un grand avantage sur
avoir une idée fausse sur
avoir de l'argent en caisse
# avoir (+nombre) enfant à charge
# avoir un (+nombre)-ième enfant en route
avoir des années de travail devant lui
avoir des années de labeur derrière lui
avoir d'autres chats à fouetter
avoir l'âme en peine
avoir un casque en plomb
avoir une case en moins
avoir de la chance en amour
avoir un découvert en banque
avoir l'éternité devant lui
avoir le droit pour lui
avoir l'éternité à lui
avoir de l'énergie à revendre
avoir encore de belles années devant lui
avoir les côtes en long
avoir de l'argent sur lui
avoir une famille à charge
avoir de belles années devant lui
avoir l'appartement à payer
avoir de l'argent devant lui
avoir des difficultés à joindre les deux bouts
avoir un contrat en poche
avoir une femme à charge
# avoir du champ par rapport à (+nom)
avoir autre chose en tête
avoir de l'argent de côté
# avoir des années de (+Nom non humain) devant lui
avoir la bouche en cœur
avoir une carte à jouer
avoir tous les atouts en main
avoir les cheveux en coup de vent
# avoir des années de (+Nom non humain) derrière lui
avoir un bobo à l'oreille
# avoir un bobo au (+partie du corps)
avoir la bride sur le cou
avoir un décès dans sa famille
avoir de l'argent plein les poches
avoir la fleur au fusil
avoir une ampoule au talon
# avoir (+nombre) ans et toutes ses dents
avoir une cochonnerie dans l'œil
avoir un clope à la bouche
avoir le feu au derrière
avoir une fleur à la boutonnière
avoir un coup sur la tête
avoir un cerveau comme une passoire
avoir une coquetterie dans l'œil
avoir une décoration à sa boutonnière
avoir un creux à l'estomac
avoir un cigare à la bouche
avoir plusieurs fers au feu
avoir de l'esprit jusqu'au bout des ongles
avoir un chat dans la gorge
avoir des démêlés avec la justice
avoir le cul entre deux chaises
avoir du bien au soleil
avoir un cœur d'or sous des dehors hautains
avoir un créneau dans son emploi du temps
avoir un boulet au pied
avoir les coudes sur la table
avoir six bières pour le prix d'une
avoir le diable au corps
avoir du baume au cœur
avoir une araignée dans le plafond
avoir une cervelle comme une passoire
avoir une cigarette à la bouche
avoir de l'eau jusqu'à les oreilles
avoir les fers aux pieds
avoir une ampoule au pied
avoir un coup au cœur
avoir de l'eau jusqu'à la ceinture
avoir du feu dans les veines
avoir du cœur au ventre
avoir de la chance au jeu
avoir un an de plus que l'année dernière
avoir une barre au creux de l'estomac
avoir le compas dans l'œil
avoir une flamme dans le regard
avoir deux fers au feu
avoir des couilles au cul
avoir le beurre et l'argent du beurre
avoir le feu aux fesses
avoir un cor au pied
avoir une barre dans la tête
avoir des cartes dans son jeu
avoir les bras à la retourne
avoir une ampoule à la main
avoir le diable dans la peau
avoir une clope aux lèvres
avoir le bec dans l'eau
avoir des bâtons dans les roues
avoir une femme dans sa vie
avoir douze balles dans la peau
avoir le cœur à l'ouvrage
avoir du boulot par dessus la tête
avoir l'eau à la bouche
avoir de l'avance à l'allumage
# avoir (+nombre) fille et (+nombre) garçon
avoir de la colère dans les yeux
# avoir un cœur d'or sous des dehors (+modifieur)
avoir un bandeau sur les yeux
avoir une cigarette aux lèvres
# avoir un cœur d'or derrière une façade (+modifieur)
avoir le feu au cul
avoir le béret sur l'oreille
avoir un clope aux lèvres
avoir de l'eau jusqu'à mi-cuisse
avoir un atout dans son jeu
avoir un cœur d'or derrière une façade arrogante
avoir les cheveux au vent
avoir du coton dans les oreilles
avoir une femme dans chaque port
avoir un coup dans les carreaux
avoir un fil à la patte
avoir la bague au doigt
avoir les fesses au chaud
avoir un atout dans sa manche
avoir des bourdonnements dans les oreilles
avoir un sérieux coup dans le nez
avoir le dos au mur
avoir le doigt sur la détente
avoir du vif-argent dans les veines
avoir une épée dans les reins
avoir de l'eau jusqu'à la taille
avoir la corde au cou
avoir un but dans la vie
avoir un sérieux coup dans l'aile
avoir une éponge dans le gosier
avoir une boule au creux de l'estomac
avoir du cœur à l'ouvrage
# avoir de l'eau jusqu'à le (+partie du corps)
avoir une boule dans la gorge
avoir le cœur sur la main
avoir le chapeau sur l'oreille
avoir un découvert à la banque
avoir de la colère dans le regard
avoir du beurre dans les épinards
avoir un coup dans le nez
avoir de la barbe au menton
avoir un coup dans l'aile
avoir une clope à la bouche
avoir la chair de poule
avoir un air d'en avoir deux
avoir un cœur de vipère
avoir un sacré coup de fourchette
avoir l'art de manier les contraires
avoir un solide coup de fourchette
avoir le coup de grâce
avoir une bourse de recherche
avoir une bourse d'études
avoir une certaine façon de voir les choses
avoir un compte en Suisse
avoir une bonne dose d'humour
avoir un cœur de pierre
avoir une face de rat
avoir une certaine façon de prendre les choses
avoir des chances de réussite
avoir un bon coup de fourchette
avoir l'air de quoi ?
avoir de gros besoins d'argent
avoir des chances de succès
avoir un accent de sincérité
avoir l'âge de raison
avoir des envies de meurtre
avoir un accent de vérité
avoir l'art d'accommoder les restes
avoir son bâton de maréchal
avoir des airs de duchesse
avoir une bonne dose d'inconscience
avoir une bourse de recherches
avoir une bourse d'étude
avoir un cœur de marbre
avoir un cœur d'or
avoir une délégation de signature
avoir un coup de sang
avoir l'embarras du choix
avoir l'angoisse de la mort
avoir l'esprit de l'escalier
avoir la charge de son vieux père
avoir la crainte du lendemain
avoir la charge de ses vieux parents
avoir l'air d'un con
avoir le choix des armes
avoir un air de déjà vu
avoir un petit air de déjà vu
avoir la faveur du public
avoir la bosse des maths
avoir le courage de ses opinions
avoir la danse de Saint Guy
avoir l'âge de ses artères
# avoir la charge de (+nombre) enfant
avoir la crainte du gendarme
avoir la charge de son père
avoir la charge de sa mère
avoir le bénéfice du doute
avoir la charge de sa vieille mère
avoir la figure de l'emploi
avoir son air des mauvais jours
avoir l'air d'un oiseau ébouriffé
avoir la charge de ses parents
avoir du goût
avoir du mal
avoir de l'idée
avoir de l'avance
avoir en exécration
avoir à nourrir
avoir en triple
avoir devant lui
# avoir de moins que (+nom/substantif)
avoir pour rien
avoir en travers de la gorge
# avoir de plus que (+nom/substantif)
avoir à déjeuner
avoir en perspective
avoir à revendre
avoir en aversion
avoir en banque
avoir de reste
avoir à charge
avoir en dot
avoir en main
avoir à souper
avoir à dîner
avoir de côté
avoir en estime
avoir en double
avoir en horreur
avoir de trop
avoir en n-uple
avoir en partage
avoir à gauche
avoir sur lui
avoir pour conséquence
avoir en caisse
avoir en poche
avoir en abomination
avoir bien en main
avoir par devers lui
avoir en compte
avoir à goûter
avoir plein le ventre
avoir sous le coude
avoir à l'esbroufe
avoir sous la main
avoir aux pieds
avoir dans le cornet
avoir à la bonne
avoir au sentiment
avoir à la main
avoir à moitié prix
avoir pour tout bagage
avoir pour une bouchée de pain
avoir dans un paquet de bonux
avoir à bon prix
avoir à sa main
avoir à la bouche
avoir à ne sa qu'en faire
avoir aux fesses
avoir sur le paletot
avoir sur la conscience
avoir dans le corps
avoir à l'œil
avoir à ne plus sa qu'en faire
avoir jusqu'à la gauche
avoir jusqu'à l'os
avoir plein le crâne
avoir dans les grandes largeurs
avoir au bout du fil
avoir à la boutonnière
avoir plein la tête
avoir au quart du prix
avoir à l'usure
avoir jusqu'au trognon
avoir à la pelle
avoir au poing
avoir à l'estomac
avoir à l'épaule
avoir en son sein
avoir au téléphone
avoir à ne pas sa qu'en faire
avoir plein ses poches
avoir au cul
avoir sur le râble
avoir pour pas cher
avoir sur les bras
avoir sur l'épaule
avoir dans sa manche
avoir sur le poil
avoir au tournant
avoir dans la peau
# avoir en la personne de (+nom humain)
avoir plein la panse
avoir sur la patate
avoir sur le dos
avoir dans le sang
avoir dans une pochette surprise
avoir sur les reins
avoir en haute estime
avoir dans le nez
avoir au culot
être la cause de
être la conséquence de
# être d'accord pour (+verbe infinitif)
être sans travail
# être au (+nomsaison)
# être dans (+nomsentiment)
être en règle avec
# être en opposition(de phase) avec
être en devoir de
être mal avec
être comme chien et chat avec
# être à couteau(x) tiré(s) avec
être à l'ordre du jour de
être à tu et à toi avec
être en passe de
# être en relation(logique+étroite) avec
être à coude à coude avec
être en dette avec
être en dérivation avec
#être en mésentente(relative) avec
#être d'une aide(grande) à
être à pire avec
être avec vue sur
être tout feu tout flamme pour
# être en concubinage(illégal+adultérin) avec
être en butte à
être de tout cœur avec
être à l'avant-veille de
# être en désaccord(profond) avec
être en ballottage avec
être en série avec
# être sans illusion(aucune) sur
être à un poil de
être en bisbille avec
# être en compétition(serrée+sportive) avec
être à la pointe de
être à la gloire de
être au goût de
être en comptes avec
# être en ménage(illégal+adultérin) avec
être en reste avec
être loin de
être à cent coudées de
être au dessus de
être à cent lieues de
être à la veille de
être en condition de
# être en liaison(étroite+directe) avec
être en hommage à
# être en union libre(illégale+adultérine) avec
être en état de
être à chances égales avec
être au pouvoir de
être à l'unisson de
être en tête à tête avec
être en cadence avec
être en liaison avec
être au déshonneur de
être hors de doute
être à l'avant-garde de
être d'un grand secours à
être en ligne droite avec
être en antagonisme avec
être à charge à
être sans conteste
être comme cul et chemise avec
être dans l'ombre d'un doute
être au gré de
être au passif de
être à la source de
être en contact avec
# être(ne pas) de tout repos pour
être aux petits soins avec
être d'intelligence avec
# être de l'importance(première+plus haute) pour
être en avance sur
être à la base de
être de conserve avec
# être en quadrature(de phase) avec
#être en intelligence(bonne+mauvaise) avec
être en mesure de
être dans l'obligation de
être en situation de
être en présence de
être bien avec
être en humeur de
être au crédit de
être de fait
être en phase avec
# être en rapport(logique+direct+étroit) avec
être en prise directe avec
# être en relations(bonnes+mauvaises) avec
être au défi de
être en faveur auprès de
# être signe(bon+mauvais)
être à la louange de
# être en accord(harmonieux+de pensée) avec
être en route avec
être dans la nature de
être au désespoir de
être de notoriété publique
être à l'avantage de
être de concert avec
# être en couple(illégal+adultérin) avec
# être en paix(relative+instable) avec
être au palmarès de
être sans comparaison avec
être d'accord avec
être au préjudice de
# être en entente(bonne+mauvaise)(relative) avec
être à prises avec+à
être à colle avec
être de toute évidence
être en cheville avec
# être en rapports(bons+mauvais) avec
# être en froid(grand) avec
# être de conseil(bon+mauvais+excellent) à+pour
être peine perdue pour
être de l'internet de
# être en péril(réel) de
être à l'origine de
être dans le droit de
être à cheval sur
être côte à côte avec
être de la compétence de
être en proie à
être en tandem avec
être en âge de
# être en rupture(de ton) avec
être pair et compagnon avec
être à deux doigts de
être à plat ventre devant
être de plain pied avec
# être en conflit(d'affaire+léger) avec+contre
être face à face avec
être main dans la main avec
être d'équerre avec
être hors de proportion avec
être à mieux avec
être à califourchon sur
être au téléphone avec
être en mesure avec
être comme doigts de la main avec
être à la défense de
être sans commune mesure avec
être à l'honneur de
être au diapason de
être en instance de
être de niveau avec
être de la responsabilité de
être à la portée de
être sans contredit
être de la convenance de
# être d'intérêt(général+public)
être en regard de
être du devoir de
être en coquetterie avec
être du ressort de
être tête bêche avec
être en droit de
être en peine de
être en boule contre
# être en rapport(suivi+d'affaire) avec
être en demeure de
# être en pourparlers(amicaux+d'affaire) avec
être sur le point de
# être en relation(suivie+d'affaire) avec
être bas dessus bras dessous avec
# être à égalité(de points) avec
être sans espoir pour
être en train de
être dans les cordes de
être en raison inverse de
être nez à nez avec
être à la décharge de
# être en termes(bon+mauvais) avec
être à l'actif de
être en ligne avec
être en rupture de ban avec
être en retard sur
être en sens contraire à
# être en mésintelligence(relative) avec
être en grâce auprès de
être en pendant à
être au désavantage de
# être dans des dispositions (bonnes+mauvaises) envers
être en position de
être en défaveur auprès de
être à plus mal avec
être à genoux devant
être d'aucun secours à
être en copropriété avec
être à même de
être à vie et à la mort avec
être près de
# être en danger(réel) de
être dommage pour
être au bord de
être dans la nécessité de
être de l'âge de
# être en odeur de sainteté(grande) avec
être à la hauteur de
être en voie de
être dans l'incapacité de
être de mèche avec
être dans les prix de
être dans l'impossibilité de
être en parallèle avec
être ex aequo avec
être du dernier cri
être en conciliabule avec
être le jour et la nuit avec
être à la charge de
être à mille lieues de
être sur pied d'égalité avec
être de la première urgence pour
être de connivence avec
être à la clef de
être à un doigt de
# être en crédit(grand) auprès de
être au regret de
# être âgé de (+nombre) ans
faire pareil
faire va-tout
faire échec
faire mouche
faire pendant
faire présent
faire obstacle
faire écho
faire médianoche
faire tremplin
faire ventre
faire ouf
faire cours
faire barrage
faire flache-baque
faire quelque chose
faire machine arrière
faire compagnie
faire diligence
faire confiance
faire hommage
faire couic
faire mystère
faire guili-guili
faire grâce
faire tintin
faire ombrage
faire demi-tour
faire événement
faire jour
faire loi
faire bamboche
faire diversion
faire vinaigre
faire salon
faire rampeau
faire cul-sec
faire contrepoids
faire antichambre
faire défaut
faire écueil
faire besoin
faire problème
faire face
faire difficulté
faire école
faire drôle
faire miroir
faire buvard
faire honneur
faire tapisserie
faire souche
faire gras
faire front
faire trêve
faire jurisprudence
faire prime
faire écran
faire tort
faire appel
faire eau
faire envie
faire boomerang
faire toilette
faire part
faire opposition
faire droit
faire gaffe
faire maigre
faire florès
faire nombre
faire ceinture
faire surface
faire justice
faire basket
faire faillite
faire bouclier
faire merveille
faire relâche
faire abstinence
faire ventouse
faire foi
faire minette
faire carrière
faire pièce
faire place
faire oraison
faire hâte
faire masse
faire fête
faire ripaille
faire époque
faire faute
faire banco
faire exception
faire recette
faire cadeau
faire ressort
faire image
faire long usage
faire figure honorable
faire œuvre durable
faire bonne route
faire œuvre utile
faire demi mesure
faire salle pleine
faire peau neuve
faire juste mesure
faire bon poids
faire triste figure
faire bon visage
faire bonne contenance
faire faux bon
faire salle comble
faire pâle figure
faire longue route
faire triste mine
faire chou blanc
faire cavalier seul
faire pauvre figure
faire piètre figure
faire match nul
faire bonne mesure
faire bonne figure
faire œuvre pie
faire long feu
faire bon voyage
faire bonne mine
faire grise mine
faire maigre chère
faire bonne chasse
faire bonne pêche
faire bonne chère
faire fausse route
faire bande à part
faire buisson creux
faire stade plein
faire amende honorable
faire bonne garde
faire marche arrière
faire maison nette
faire bonne figure devant
faire bon ménage avec
faire triste figure à côté de
faire bon marché de
faire double emploi avec
faire table commune avec
faire grand cas de
faire lit commun avec
faire table rase de
faire cause commune avec
faire pauvre figure devant
faire mauvais ménage avec
faire piètre figure à côté de
faire jeu égal avec
faire main basse sur
faire chambre commune avec
faire piètre cas de
faire grand bruit sur
faire chapelle avec
faire étalage de
faire office de
faire foin de
faire figure de
faire preuve de
faire mouvement vers
faire équipe avec
faire connaissance avec
faire tandem avec
faire œuvre de
faire corps avec
faire appel à
faire problème pour
faire montre de
faire joujou avec
faire état de
faire tampon entre
faire un avec
faire clan avec
faire ballon de
faire partie de
faire abstraction de
faire voile vers
faire cas de
faire marche vers
faire profession de
faire route vers
faire moitié-moitié avec
faire fi de
faire justice de
faire feu sur
faire ami-ami avec
faire front avec
faire bloc avec
faire cercle autour
faire faction avec
faire commerce de
faire couple avec
faire fond sur
faire tchin-tchin avec
faire question pour
faire fifty-fifty avec
faire argent de
faire erreur sur
faire chorus avec
faire parade de
faire litière de
faire façon de
faire acte de candidature
faire acte de présence
faire tache d'huile
faire patte de velours
faire boule de neige
faire ménage à trois avec
faire chambre à part avec
faire lit à part avec
faire force de rames vers
faire force de voile vers
faire table à part avec
faire part à deux avec
faire erreur sur la personne
faire feu de tout bois
faire feu des quatre fers
faire feu de tous bords
faire flèche de tout bois
faire du profit
faire le marché
faire la route
faire ses réflexions
faire le flambard
faire ses gammes
faire du genou
faire le coup
faire la princesse
faire sa digestion
faire son œuvre
faire les commissions
faire le forcing
faire sa parade
faire la tare
faire sa valise
faire la pige
faire un mouvement
faire un malheur
faire la course
faire la chatte
faire l'innocent
faire ses amitiés
faire du cul
faire le paon
faire le malin
faire la bulle
faire le pantin
faire de la séduction
faire l'histrion
faire le délicat
faire du charme
faire le malade
faire un prix
faire son bœuf
faire de l'eau
faire ses frais
faire le larbin
faire un massacre
faire le serre-file
faire ses Pâques
faire le méchant
faire ses humanités
faire ses jeux
faire des siennes
faire le coq
faire la haie
faire l'affaire
faire la bleue
faire sa pelote
faire la saison
faire le tapin
faire le fier
faire du définitif
faire sa crise
faire de l'usage
faire le cerbère
faire l'enfant
faire un sort
faire la putain
faire la culbute
faire la manche
faire la leçon
faire du jamais vu
faire les cartes
faire la charité
faire la gueule
faire la loi
faire une pause
faire de l'œil
faire son balluchon
faire le saut
faire les poches
faire du lard
faire une randonnée
faire une affaire
faire l'unanimité
faire l'avenir
faire un rapport
faire son trou
faire l'amour
faire ses écoles
faire la sucrée
faire une beauté
faire le béton
faire la lippe
faire le nécessaire
faire le bien
faire le flic
faire l'âne
faire le pitre
faire l'ours
faire des misères
faire de la présence
faire la classe
faire sa sujétion
faire des complications
faire le possible
faire son nid
faire sa médecine
faire l'intéressant
faire le zouave
faire la main
faire ses classes
faire son office
faire la noce
faire le quart
faire la mode
faire le fou
faire le maximum
faire l'impossible
faire l'autruche
faire son blé
faire le matamore
faire une radio
faire le jacques
faire le trottoir
faire la tête
faire du solide
faire le bouffon
faire le diable
faire la plonge
faire ses paquets
faire son droit
faire le lézard
faire la grève
faire la méridienne
faire l'article
faire du spectaculaire
faire ses preuves
faire ses orges
faire le taxi
faire l'important
faire une perfusion
faire la jauge
faire le polichinelle
faire le mort
faire les cornes
faire une fin
faire de la monnaie
faire du pied
faire la cuisine
faire une piqûre
faire la vie
faire le bébé
faire le bois
faire du coude
faire le beau
faire le maquignon
faire le rigolo
faire le singe
faire du neuf
faire de l'exercice
faire du roman
faire des façons
faire vie
faire le nombre
faire son chemin
faire ses dents
faire la décision
faire de l'esprit
faire sa malle
faire des difficultés
faire du genre
faire son devoir
faire de la prison
faire un scanner
faire ses bagages
faire le guignol
faire des embarras
faire de la vitesse
faire l'appoint
faire le dégoûté
faire de l'inédit
faire la claque
faire son temps
faire la bête
faire le chocolat
faire le poids
faire la peau
faire les trois-huit
faire le mariole
faire la foire
faire la mine
faire l'imbécile
faire le mur
faire l'ouverture
faire la nique
faire les pieds
faire l'entendu
faire la colère
faire son métier
faire ses couches
faire le perroquet
faire du provisoire
faire le mal
faire le dur
faire l'exercice
faire un exemple
faire la dame
faire la chasse
faire le trou
faire la marmotte
faire le gendarme
faire la roue
faire le mouton
faire le mystérieux
faire l'école
faire la belle
faire la curée
faire ses besoins
faire des étincelles
faire l'idiot
faire de la chaise longue
faire le chien couchant
faire ses premiers pas
faire le grand voyage
faire le jeune homme
faire la courte échelle
faire la sourde oreille
faire son petit train-train
faire une mine allongée
faire de l'ouvrage belle
faire la petite bouche
faire la mauvaise tête
faire l'enfant terrible
faire le joli cœur
faire l'esprit fort
faire la bouche fine
faire l'enfant gâté
faire des vieux os
faire son service militaire
faire une mine piteuse
faire une belle jambe
faire le gros dos
faire les quatre coups
faire une grosse tête
faire le bon apôtre
faire un bel enterrement
faire sa première communion
faire le grand seigneur
faire ses quatre volontés
faire la grosse voix
faire le grand jeu
faire de la corde raide
faire ses dernières volontés
faire un long service
faire des gorges chaudes de
faire ses premières armes
faire un choux gras de
faire l'objet de
faire l'intermédiaire entre
faire la police de
